64,0.187344,0.9259,0.125679,0.9615,2025-09-30 16:01:21
65,0.206874,0.9179,0.320674,0.9651,2025-09-30 16:13:43
66,0.168422,0.9286,0.094906,0.9725,2025-09-30 16:25:51
67,0.182534,0.9214,0.072229,0.9798,2025-09-30 16:38:12
68,0.181835,0.9214,0.118296,0.9725,2025-09-30 16:50:29
69,0.187272,0.9187,0.082249,0.9743,2025-09-30 17:02:41
70,0.161179,0.9277,0.083913,0.9725,2025-09-30 17:15:06
71,0.167048,0.9196,0.104753,0.9743,2025-09-30 17:27:10
72,0.164785,0.9330,0.111697,0.9761,2025-09-30 17:39:34
73,0.149786,0.9375,0.078560,0.9743,2025-09-30 17:51:49
74,0.164733,0.9259,0.070720,0.9725,2025-09-30 18:04:07
75,0.162674,0.9357,0.143946,0.9725,2025-09-30 18:16:32
76,0.174662,0.9161,0.102312,0.9706,2025-09-30 18:28:39
77,0.171756,0.9259,0.082418,0.9743,2025-09-30 18:41:00
78,0.157236,0.9366,0.094291,0.9743,2025-09-30 18:52:59
79,0.157888,0.9330,0.124160,0.9725,2025-10-01 16:25:11
80,0.149214,0.9366,0.118009,0.9780,2025-10-01 16:34:46
81,0.141252,0.9446,0.134017,0.9798,2025-10-01 17:03:45
82,0.138779,0.9420,0.120666,0.9780,2025-10-01 17:25:31
83,0.136222,0.9473,0.108480,0.9780,2025-10-01 17:47:45
84,0.141829,0.9420,0.118731,0.9761,2025-10-01 18:10:42
85,0.133336,0.9455,0.116002,0.9761,2025-10-01 18:33:35
1,0.608807,0.6455,0.478534,0.8459,2025-10-08 12:17:24
2,0.542540,0.7357,0.468215,0.8330,2025-10-08 12:24:51
3,0.491685,0.7768,0.355082,0.8569,2025-10-08 12:38:48
4,0.495451,0.7768,0.297128,0.8954,2025-10-08 12:49:13
5,0.450661,0.7955,0.371346,0.8697,2025-10-08 13:01:19
6,0.450064,0.8009,0.376348,0.8624,2025-10-08 13:11:59
7,0.444037,0.7982,0.286247,0.9046,2025-10-08 13:23:43
8,0.400334,0.8161,0.264852,0.9028,2025-10-08 13:33:09
9,0.384488,0.8134,0.194774,0.9156,2025-10-08 13:46:05
10,0.384040,0.8241,0.222786,0.9266,2025-10-08 13:55:19
11,0.376376,0.8187,0.212006,0.9174,2025-10-08 14:04:11
12,0.373623,0.8259,0.188092,0.9450,2025-10-08 14:18:54
13,0.344798,0.8554,0.193396,0.9284,2025-10-08 14:32:27
14,0.358793,0.8366,0.192503,0.9376,2025-10-08 14:45:13
15,0.346781,0.8384,0.279338,0.8991,2025-10-08 14:56:32
16,0.351373,0.8375,0.345369,0.9028,2025-10-08 15:11:16
17,0.344664,0.8420,0.198028,0.9248,2025-10-08 15:21:14
18,0.354562,0.8366,0.261938,0.9229,2025-10-08 15:36:13
19,0.309819,0.8598,0.133393,0.9523,2025-10-08 15:46:43
20,0.326874,0.8562,0.182135,0.9321,2025-10-08 15:57:21
21,0.342021,0.8446,0.283130,0.9358,2025-10-08 16:11:39
22,0.303640,0.8759,0.131399,0.9578,2025-10-08 16:28:01
23,0.305069,0.8714,0.264780,0.9321,2025-10-08 16:53:05
24,0.315360,0.8491,0.160357,0.9450,2025-10-08 17:18:18
25,0.308128,0.8723,0.177961,0.9394,2025-10-08 17:43:16
26,0.288164,0.8741,0.336770,0.9394,2025-10-08 18:08:28
27,0.293898,0.8580,0.138665,0.9394,2025-10-08 18:33:26
28,0.259401,0.8938,0.168097,0.9413,2025-10-08 18:58:32
29,0.287085,0.8616,0.188950,0.9505,2025-10-08 19:23:26
30,0.273361,0.8804,0.250854,0.9486,2025-10-08 19:49:08
31,0.257242,0.8786,0.156852,0.9468,2025-10-08 20:14:35
32,0.266977,0.8759,0.365029,0.9523,2025-10-08 20:40:14
33,0.280697,0.8857,0.101908,0.9596,2025-10-08 21:05:10
34,0.257706,0.8759,0.305153,0.9468,2025-10-08 21:31:19
35,0.227577,0.9116,0.165876,0.9688,2025-10-08 21:57:17
36,0.263370,0.8920,0.313519,0.9541,2025-10-08 22:22:56
37,0.240484,0.8920,0.279899,0.9394,2025-10-08 22:48:24
38,0.256732,0.8911,0.249966,0.9651,2025-10-08 23:13:40
39,0.225171,0.9080,0.202156,0.9505,2025-10-08 23:37:45
40,0.238208,0.9018,0.354339,0.9358,2025-10-09 00:03:20
41,0.223276,0.9036,0.195658,0.9615,2025-10-09 00:29:11
42,0.229897,0.9080,0.428669,0.9064,2025-10-09 00:53:47
1,0.593442,0.6786,0.501744,0.7945,2025-10-12 22:05:20
2,0.538727,0.7357,0.422727,0.8477,2025-10-12 22:15:35
3,0.514687,0.7420,0.405488,0.8385,2025-10-12 22:27:43
4,0.469125,0.7795,0.390211,0.8661,2025-10-12 22:43:41
5,0.447565,0.7929,0.294940,0.8936,2025-10-12 22:57:36
6,0.459956,0.7937,0.400653,0.8624,2025-10-12 23:17:21
7,0.429368,0.7804,0.262374,0.9119,2025-10-12 23:38:19
8,0.434580,0.7946,0.333564,0.9193,2025-10-12 23:57:04
9,0.400917,0.8321,0.250317,0.9156,2025-10-13 00:11:25
10,0.378497,0.8330,0.330088,0.9193,2025-10-13 00:34:03
1,0.614762,0.6348,0.502383,0.8330,2025-10-13 03:03:24
